0,1,2,charge
3.1348970858705405,3.1506371042171435,1.5008104561134483,-0.003867
1.4371240410496309,3.6762016707513254,1.4751863398188247,-0.0016726
0.33955335151575716,2.2519509488029628,1.532776636000079,-0.0074027
2.425292373175682,3.8100836719589664,1.9585488312940074,0.0012971
1.022797948043662,1.6653590467429378,0.8508723099461442,0.0053524
1.7114157109681718,2.766950390263536,3.7942304855721365,0.0014397
1.6619522144687369,2.927807897351479,3.7216250780712974,-0.0063959
2.2470007287461016,2.535072959473381,3.8322029912867297,0.0025106
2.173156757536488,3.6207269035919136,3.109232926202014,0.00924
2.0744669758113172,3.553830498348181,3.226834107055918,-0.0063611
1.9606604028915364,3.4717504514365087,3.3376124920865258,0.0040344
1.8193357708598388,3.3955814284313535,3.4152297992230842,-0.0032268
2.1656937412376553,3.7178051540818515,2.940028878217239,0.0087088
2.01548411723718,3.7612104363207894,2.886558783607543,0.0021098
1.8517412485456166,3.760128830700288,2.896258592822729,0.0042637
1.7365359004601557,3.804381268293082,2.766365609205323,-0.0077527
1.5714549310614034,3.8030558245720547,2.692870230817273,0.0058444
2.3583955859375836,3.7264242088989947,2.819114964447789,-0.0033549
2.38848961931284,3.776879182173481,2.6468400983124103,-6.76e-05
2.4053242023707035,3.8125666455052727,2.4649107685061704,0.0040379
2.435146233393632,3.8228070754197194,2.2814286309075023,0.0086517
2.3413323873215637,3.850663507734858,2.1145481854506323,-0.0097384
2.8531427314567646,1.7086110926110853,3.5166387948092037,-0.0001099
3.389361682091436,1.548400829932715,2.691405792845287,-0.0014915
3.0412619364556575,3.296524129755497,1.555696662727798,0.0083341
2.916700691250303,3.4330246578781205,1.5933586190043523,0.0032368
2.7706277945180693,3.581110646962672,1.6913751776342076,-0.000257
2.5858077411092504,3.7128232455298633,1.7916585136560619,0.0001998
3.2511643744473533,3.031470124498961,1.568599415515349,0.0085988
3.3295367735928196,2.8819181665124844,1.5640620459524774,0.0087687
3.413785116051378,2.7418771690846926,1.6296300211983816,-0.0095894
3.0232485275233216,3.1691006898423746,1.3534574256002674,0.00536
2.89506162246455,3.1874409710892806,1.2242436072650986,0.00635
3.1402892267198332,3.0139165089553064,1.3549276167357982,0.0012225
3.127672379451827,2.8679192596322296,1.220869813773694,-0.0088388
3.098446311733575,2.7154273855471835,1.1014230763320685,0.0069195
1.408118272894265,3.7396815450724876,1.6457883107355167,-0.0060107
1.3689392554302726,3.775962844668598,1.807114112947462,0.0079175
1.3701209186341656,3.809348020415648,1.9769371956763075,0.0092688
1.3591630692422707,3.820496407567859,2.155718841555095,-0.00796
1.362036041649545,3.8157330465228823,2.3419827767495325,-0.0014244
1.598862255304607,3.741040921215221,1.5250950857217673,0.009994
1.7612854864121659,3.782064379779857,1.5671135487418293,0.0045746
1.9189737438879229,3.8134011756873853,1.6336437246595255,0.0040893
2.0869883870342956,3.829580875500541,1.7153580218447309,0.0098495
2.2504489083185244,3.828539362451855,1.8111376411741802,0.0008233
1.263477091439825,3.635603296864984,1.5286134374220999,0.0054439
1.1037838878488615,3.5668149305151493,1.5578489365724009,0.0013077
0.9530564219515897,3.502232823575781,1.6345881875467243,-0.0081786
0.8129587646026881,3.4083281151255567,1.6826242094390147,-0.001
0.32267325222486076,1.9764529602462253,1.6177399787773898,0.0009669
0.27574921198907165,2.1748328554659424,1.708196885831324,-0.000417
0.22819414966789453,2.2001697617042644,1.9071460001908247,0.0005315
0.37275611598383973,2.4264399629430624,1.4907792729010507,-0.0051486
0.4300893271832167,2.6616793809549075,1.4801526553737085,0.0012338
0.3761122827210075,2.713908301696523,1.646650215296063,0.0012699
0.3682296473708704,2.0830486158464137,1.4791615474378215,0.0011164
0.3866564293081187,1.8535466373840759,1.5183393569494488,-0.0067857
0.3772881260422316,1.7152000955828703,1.635956165479405,0.0047131
0.4130176050458736,1.5495630413127492,1.7159445692799873,-0.003509
0.4383600965565819,2.314263333290223,1.3423699008967471,-0.0052265
0.5321231120988945,2.389221807862728,1.2098775320297825,-0.0082211
0.6229396763037536,2.519359280524516,1.1240406277034434,-0.0043264
0.4482732498397106,2.145887760007772,1.3218618867295966,-0.0086005
0.526735251168976,2.0098524014590793,1.2215804864754443,-0.0024635
0.6333872158418388,1.9362375041233908,1.102425340956013,-0.0036375
0.7468279518959349,1.7859906185245575,1.0274113276070593,0.000881
0.8931163208677739,1.6402136838094759,0.9562560727730569,0.0059153
1.0753100560600601,1.4413690068962728,0.9290202559641993,0.0074652
3.2610936319442985,1.4520729522662394,1.5136793934398731,0.0017338
3.355581314783862,1.610937030446261,1.551089956249566,-0.0001778
3.440372095122312,1.7667165833210725,1.6255965583604945,-0.007994
3.508374612276744,1.9422080263793613,1.7090622527025916,-0.0073107
3.1530059729964406,1.4335184189554941,1.3487109368290793,0.0043326
3.146733857831049,1.5795190244052772,1.2273668315593596,-0.0060514
3.117249752504145,1.7196342453289846,1.1156622891282106,-0.0041207
3.0932439539260876,1.8805384178971125,1.0313866537536112,-0.003105
3.0697224610642984,2.0706840867210428,0.9709931676960935,0.0009942
2.7539449847227693,1.8280351441499358,3.6204515466107043,0.0012248
1.1233421047477328,1.806406346470733,3.6551066372179877,0.0098693
1.4935981382609078,3.8346318205694327,2.489711243101356,-0.0069708
1.6620666063397214,3.8829937766121443,2.384754851451417,-0.0004744
1.8148826623133945,3.905998559122284,2.2837643513220964,-0.0042628
1.9659266775699689,3.9090908064413,2.1796733687560788,-0.0060745
2.1705489019485738,3.8870792205126743,2.1156717691341855,0.0061467
2.6925368510400487,3.712312737482131,2.0964560109745753,0.0085371
2.4159160605793186,3.7774189107446303,1.7856738875700773,0.0081999
2.4052933977259583,3.720237865269616,1.6011461916161815,0.0074286
2.369385090270111,3.6495777596557906,1.4240983805641143,0.0033736
0.5469269231406735,3.0715268049119477,1.6427137244757544,-0.0030061
0.5817000180462799,2.993325938072533,1.4703113894977224,0.0090947
0.6525068492943751,2.8826772402683685,1.26415455555669,-0.0097127
0.6970332038123854,3.16821006491259,1.4792757055638828,-0.0052347
0.8878752376293007,1.4407456653561161,1.0735478920499808,-0.007336
3.478782941839616,1.5790005938729497,2.2878442565759354,0.0042577
3.543862527567706,1.766533295457742,2.188919467329027,-0.0017349
3.5473563113352267,2.1119703940561054,1.7799167418378812,0.0076441
3.504746417960548,2.2530784375056085,1.6318062454965587,-0.0022191
3.419166935272153,2.253743204166778,1.431955956661993,0.0051904
3.3128253564621373,2.298469478597657,1.2537333801469661,0.0076282
3.210060875202811,2.3716300673404285,1.1245611101456336,-0.0004774
2.605030108379135,1.632272994187211,0.7631433577144398,-0.0015442
1.1579363620412493,1.5419621554542768,0.8252120675647523,0.0019035
2.207510420152099,2.9624147663904052,3.693233906112416,0.0042008
2.0100333114820974,3.0333003633459,3.6830524052902205,0.0068488
1.8082386072846963,3.0833025312416744,3.6550659495255586,-0.001928
2.2911906133843027,2.7984340695991854,3.7464287360114046,-0.0087644
2.0689371291397487,2.8579899768295705,3.7623859845510097,-0.0065155
1.8620626985300144,2.920226666728532,3.743537289645479,0.0054234
2.138219999489455,2.6873877998842843,3.8140123898544314,0.009043
1.9153346528993724,2.7481617908024916,3.812018797813354,-0.0036526
1.56608520525833,2.6204116501616053,3.814442823428166,-0.0003882
2.623430383989898,1.903801233668674,3.708274854634136,0.0046057
2.629026772263084,2.100891156319387,3.732568719602681,-0.0099405
2.4996328914401174,2.231448286443225,3.791042702694169,0.0076774
1.3071369243003395,2.059606678696472,3.7844223381816406,0.0074537
2.078792169077647,3.1669250272776353,3.593667376360273,-0.0082766
1.8733238416168267,3.2203567923044982,3.566509457871113,-0.004027
2.2160226463326143,3.255621969127243,3.502977463978113,0.0096678
2.0052442763660636,3.32068586528833,3.4826207275116063,-0.0048352
2.146436263311429,3.404242241598703,3.384847114926215,-0.0069243
1.6898317647191832,3.718895829731232,2.9536832020412866,-0.0073766
1.7213320705209127,3.633193270216009,3.1118615049069387,0.0097749
1.7177407172357368,3.501239278277896,3.2899688434878276,0.0037275
1.8711968619194859,3.583470458687187,3.20117390196996,0.0067821
1.9550420359483514,3.6739654414600342,3.06261043278894,0.0007232
2.0865521772696907,3.897069694810326,2.305760762214761,0.0063335
1.893470386708902,3.8931408822293525,2.4406433008115207,-0.0025717
1.697338882280367,3.8592198241501072,2.5586399685251027,-0.0067251
2.257679507444707,3.867604767796009,2.332384675536131,0.0064951
2.0628885299375916,3.8761681219037962,2.498578536018723,-0.0053423
1.8682937766292185,3.8544160092688475,2.6305742485050345,-0.0017097
2.2260057404234157,3.842534397351683,2.548130281428431,0.0004066
2.020322188938213,3.829594605910322,2.703684387647165,0.0087703
2.1930898368059095,3.7953901139054618,2.7411224791541566,0.0066119
2.5350036640859135,3.78600350904974,2.1111224793468595,-0.0039888
2.6002937827342265,3.755733473874793,2.32367728048992,0.0097722
1.0395491160451078,1.6760783581947893,3.562905572566894,0.0032177
0.8789691928362515,1.7086284684619657,3.4602847733639184,-0.0045165
0.332356932530151,1.5622940113419057,2.2586696178975583,-0.00923
0.2823842476522658,1.7214806220263725,2.3576310748558833,-0.0010878
0.36175146019827054,1.5357306901502779,2.4440032031980854,-0.0083319
0.3318163294446792,1.6771302028602342,2.5701506914183008,-0.001929
3.1190942392384002,1.5615762427570623,3.194273802395089,-0.0012461
2.997360752942626,1.64738018760081,3.372018805616873,0.0097063
3.444760064324729,1.5634237096511168,2.50595376951814,0.0049178
2.673873128391699,3.7004945462893204,1.9253632682718356,0.0068606
2.8230905685889445,3.598831776816132,1.8597233546719938,0.0096089
2.9553527082649174,3.4697014403147115,1.7562543858248847,-0.0083382
3.0950974903501005,3.331693153165391,1.7397939309551127,-0.0092524
2.525020075814594,3.584607961664342,1.4155356301207649,-0.0005811
2.5732260484554996,3.6620093878889106,1.62199374595339,-0.0074709
2.641307489338514,3.471189310960974,1.3304410652833079,-0.0012151
2.6839264990138223,3.5631849102963242,1.5286718231981378,0.0006307
2.7984045749599415,3.4511087420778397,1.458711822318865,-0.0062984
2.913104337285593,3.3178898903014327,1.3976148789632887,0.0046596
3.084199987682358,2.2818701513148767,0.9789948185606827,0.0088835
3.38251931707813,2.4240812171211794,1.3900926251204506,0.0016795
3.4742251258317816,2.417391227465162,1.5845950436452827,0.0034541
3.175612933219676,2.553550784704537,1.1259073486751037,-0.0089122
3.295696644161388,2.529157269558623,1.2782968200780371,-0.0027302
3.412325522771255,2.570788232159593,1.5053898329743083,-0.0029861
3.231767485076854,2.705736253302562,1.2620257460156958,0.005585
3.334194885061856,2.705494009182039,1.4272754411640873,0.0072715
3.246046116179863,2.869783084977612,1.3925089797763266,-0.0049373
3.008829844492842,3.0214409006786402,1.194882244464733,0.0042981
2.1443720956197296,3.8731502723401663,1.9408172837104471,-0.0068027
1.9487355516927438,3.899368573059446,2.01176318714937,0.0010424
1.7291562868212655,3.9000961560202274,2.131026569814051,-0.0042199
1.5357565931346162,3.869130814718706,2.26074402816644,0.0077534
1.950508539117064,3.8705723662938025,1.8367768292465563,-0.003375
1.7551358841540583,3.885784235025802,1.9520198571417384,-0.0058323
1.5498256078124508,3.8685869930023884,2.074064439317693,-0.009353
1.764251879579302,3.8490570246575873,1.7686625880355396,0.0080098
1.5631784624915703,3.847330002731608,1.8911561144380955,-0.0003943
1.584789110764877,3.808080064689591,1.7133970683995572,-0.0004885
0.8559712998128108,3.502251864708241,1.8457016208466293,0.0065646
1.0122848919195913,3.6378088335239775,1.955830084876537,-0.0025997
1.1838139417549172,3.745343871396199,2.0695767345935754,0.0093076
1.0256547305783004,3.603580044179418,1.7757039370176462,0.0015731
1.1850134428759485,3.719710197396447,1.8885552019261012,0.0019172
1.198408002263926,3.677709132177013,1.7087791006514768,-0.0054883
2.2000804966849294,3.681755199599416,1.401436960332378,-0.0040022
2.23613963433741,3.7671881371602995,1.603337212276806,0.0029503
2.0707421322505946,3.756690056243009,1.5132773618222857,0.0082584
1.9188659243661037,3.7228798682632007,1.4234378033749815,0.0074615
0.8215534001300568,3.175850089511236,1.311318824493545,0.007592
0.6708797525381718,3.2380903465273567,1.6372057575599896,-0.0073692
0.9291256148191511,3.307600984838978,1.3403372280184376,0.001824
0.8205365976137213,3.3249594086388177,1.5092399431704373,-0.0079654
0.9875490961223911,3.4339898957158703,1.4544044567975658,0.0048629
1.1589801707301537,3.498098340145887,1.3757125060195223,0.0079212
0.2798745290077398,2.3526373199073323,1.7138975509146945,-0.0007735
0.30961256737302434,1.6353190398841653,2.054878092407545,-0.0027625
0.2608676666219494,1.7705795366437738,2.1782394965773166,0.0067192
0.34736572504220065,1.607228697978396,1.8727878345663744,-0.0029625
0.26926125753185204,1.7984507915224999,1.9720416626961228,-0.0022677
0.2216512889625628,1.9882087419585732,2.08027048526499,0.0048938
0.30775220019933136,1.7930797463798869,1.7852450050171442,0.00214
0.24000708586355435,1.9912674861023665,1.9220314113143888,0.0080161
0.27212279385315363,1.9974543992490208,1.7688297538305815,-0.004952
0.5297835671500204,2.8126655736388106,1.3981775776437881,-0.0077565
0.47216419905350215,2.882661116820384,1.5739549897780813,0.0008389
0.6485880124749412,2.704223830398178,1.1635534776843,-0.0050824
0.3315963577570302,2.517501074014909,1.6276990790067574,0.0016186
0.5379467678103229,2.6561735754599014,1.289272706020566,-0.0075524
0.6981938674750994,3.0410495915433424,1.3340604215187937,0.0054681
0.46022427798014687,2.5138496084691986,1.3527843015378882,0.0005745
0.7895078310582266,1.5763512606908896,1.082024885974196,-0.0013983
0.7174435131635748,1.467894228103323,1.2331867510435202,0.0067997
0.6001828212858547,1.4573076952234594,1.408217118557121,0.0076795
0.6673025965252617,1.6792016666150766,1.1595369204214605,-6.2e-06
0.5827034409445002,1.611217041261535,1.3115652527130552,-0.0087529
0.4811798114191588,1.5715252613517454,1.5206222980416584,0.0052268
0.5584934376723758,1.8049633059485581,1.2410794852075386,-0.0064366
0.4733939846001982,1.7228840531445972,1.4189975162360973,-0.0088386
0.450586718403059,1.925588332523727,1.3628291537885016,0.0025853
0.8871275791111373,1.8262463034457823,0.8914207869401118,0.0080801
0.7501492144795745,1.9708901403759937,0.9730323332475599,0.0071508
0.7100391089284381,2.153201764634699,0.989448893734286,0.0096716
0.6338384307255631,2.3100865062921896,1.0725860412037174,0.0072065
0.5697323170285589,2.164451614601592,1.145490381312146,0.0073049
3.560821692624565,1.9674030364533612,1.9128030131429457,-0.0090456
3.539532609565711,1.7919036564906226,2.0091653162653893,-0.005844
3.484038298246891,1.5933254099316372,2.103877906435571,0.0051067
3.4027331558123497,1.4102294190844806,2.2112817665697726,-0.0049777
3.506156547292589,1.7886713749937393,1.8230736250888548,0.0039994
3.4679711152065784,1.604669286891073,1.928185687547204,0.0098111
3.39553488355117,1.4133545470285525,2.0360489129941732,0.0072984
3.43130752700343,1.618091007303057,1.7487699211264376,-0.0088878
3.374982879168639,1.4295317096427809,1.8630203323880494,0.0092512
3.339430594378248,1.4578667052571848,1.6894790387264842,-0.0002993
3.1842783312855056,2.167398230134371,1.0830764280411864,0.0092457
3.291305736765562,2.1174626857727206,1.2228572531941095,0.0036506
3.391010032218838,2.0838314861429756,1.3873429794914565,-0.0061714
3.477740291288256,2.0894639352935287,1.5707805953383138,0.0008349
3.208902401521861,1.9617138889778567,1.1399304400963983,-0.0042384
3.3243933589833814,1.9324670874076897,1.3094252789938667,-0.0008642
3.4310858247236355,1.9217648652079007,1.5129139447231563,-0.0037434
3.241769020489077,1.778961147310345,1.2448040378473624,0.0020267
3.353149101432991,1.7753466388013064,1.4264511180009996,-0.0005363
3.264064663576574,1.614386694784967,1.3735906312895247,0.0034071
2.6111850288025136,1.4756618030566844,0.8397876736484675,-0.0030846
